Protocol,Source IP Address,Source Port,Destination IP Address,Destination Port,Captured Length
SSL,104.20.73.155,443,192.168.1.142,443,528
TCP,192.168.1.142,49375,104.20.73.155,49375,54
TCP,104.20.73.155,443,192.168.1.142,443,538
TCP,192.168.1.142,49376,104.20.73.155,49376,54
SSL,192.168.1.142,49375,104.20.73.155,49375,199
TCP,104.20.73.155,443,192.168.1.142,443,60
SSL,104.20.73.155,443,192.168.1.142,443,110
SSL,104.20.73.155,443,192.168.1.142,443,166
SSL,104.20.73.155,443,192.168.1.142,443,143
TCP,192.168.1.142,49375,104.20.73.155,49375,54
SSL,104.20.73.155,443,192.168.1.142,443,142
SSL,104.20.73.155,443,192.168.1.142,443,141
TCP,192.168.1.142,49375,104.20.73.155,49375,54
TCP,104.20.73.155,443,192.168.1.142,443,110
TCP,192.168.1.142,49376,104.20.73.155,49376,54
SSL,104.20.73.155,443,192.168.1.142,443,1445
SSL,104.20.73.155,443,192.168.1.142,443,1514
SSL,104.20.73.155,443,192.168.1.142,443,1514
SSL,104.20.73.155,443,192.168.1.142,443,1514
SSL,104.20.73.155,443,192.168.1.142,443,1514
SSL,104.20.73.155,443,192.168.1.142,443,1169
TCP,192.168.1.142,49375,104.20.73.155,49375,54
SSL,104.20.73.155,443,192.168.1.142,443,1514
SSL,104.20.73.155,443,192.168.1.142,443,1514
TCP,104.20.73.155,443,192.168.1.142,443,1514
TCP,104.20.73.155,443,192.168.1.142,443,1514
SSL,104.20.73.155,443,192.168.1.142,443,597
TCP,192.168.1.142,49375,104.20.73.155,49375,54
SSL,104.20.73.155,443,192.168.1.142,443,1502
TCP,104.20.73.155,443,192.168.1.142,443,1502
TCP,192.168.1.142,49375,104.20.73.155,49375,54
SSL,104.20.73.155,443,192.168.1.142,443,1409
SSL,104.20.73.155,443,192.168.1.142,443,1502
TCP,192.168.1.142,49375,104.20.73.155,49375,54
TCP,104.20.73.155,443,192.168.1.142,443,1502
SSL,104.20.73.155,443,192.168.1.142,443,1409
TCP,192.168.1.142,49375,104.20.73.155,49375,54
SSL,104.20.73.155,443,192.168.1.142,443,1502
TCP,104.20.73.155,443,192.168.1.142,443,1502
TCP,192.168.1.142,49375,104.20.73.155,49375,54
SSL,104.20.73.155,443,192.168.1.142,443,1502
TCP,104.20.73.155,443,192.168.1.142,443,1514
TCP,104.20.73.155,443,192.168.1.142,443,1514
SSL,104.20.73.155,443,192.168.1.142,443,1478
TCP,192.168.1.142,49375,104.20.73.155,49375,54
TCP,104.20.73.155,443,192.168.1.142,443,1502
TCP,104.20.73.155,443,192.168.1.142,443,1502
TCP,192.168.1.142,49375,104.20.73.155,49375,54
SSL,104.20.73.155,443,192.168.1.142,443,1502
TCP,104.20.73.155,443,192.168.1.142,443,1502
TCP,192.168.1.142,49375,104.20.73.155,49375,54
TCP,104.20.73.155,443,192.168.1.142,443,1502
SSL,104.20.73.155,443,192.168.1.142,443,1502
TCP,192.168.1.142,49375,104.20.73.155,49375,54
TCP,104.20.73.155,443,192.168.1.142,443,1502
TCP,104.20.73.155,443,192.168.1.142,443,1514
SSL,104.20.73.155,443,192.168.1.142,443,626
TCP,192.168.1.142,49375,104.20.73.155,49375,54
SSL,104.20.73.155,443,192.168.1.142,443,1502
TCP,104.20.73.155,443,192.168.1.142,443,1514
SSL,104.20.73.155,443,192.168.1.142,443,1397
TCP,192.168.1.142,49375,104.20.73.155,49375,54
SSL,104.20.73.155,443,192.168.1.142,443,1502
TCP,104.20.73.155,443,192.168.1.142,443,1502
TCP,192.168.1.142,49375,104.20.73.155,49375,54
SSL,104.20.73.155,443,192.168.1.142,443,1409
SSL,104.20.73.155,443,192.168.1.142,443,1502
TCP,192.168.1.142,49375,104.20.73.155,49375,54
TCP,104.20.73.155,443,192.168.1.142,443,1502
SSL,104.20.73.155,443,192.168.1.142,443,1409
TCP,192.168.1.142,49375,104.20.73.155,49375,54
SSL,104.20.73.155,443,192.168.1.142,443,1502
TCP,104.20.73.155,443,192.168.1.142,443,1514
SSL,104.20.73.155,443,192.168.1.142,443,1490
TCP,192.168.1.142,49375,104.20.73.155,49375,54
TCP,104.20.73.155,443,192.168.1.142,443,1502
TCP,104.20.73.155,443,192.168.1.142,443,1514
SSL,104.20.73.155,443,192.168.1.142,443,1514
TCP,104.20.73.155,443,192.168.1.142,443,1514
TCP,104.20.73.155,443,192.168.1.142,443,1466
TCP,192.168.1.142,49375,104.20.73.155,49375,54
SSL,104.20.73.155,443,192.168.1.142,443,1502
TCP,104.20.73.155,443,192.168.1.142,443,1502
TCP,192.168.1.142,49375,104.20.73.155,49375,54
TCP,104.20.73.155,443,192.168.1.142,443,1320
TCP,192.168.1.142,49375,104.20.73.155,49375,54
SSL,104.20.73.155,443,192.168.1.142,443,1514
TCP,104.20.73.155,443,192.168.1.142,443,1514
TCP,104.20.73.155,443,192.168.1.142,443,1514
SSL,104.20.73.155,443,192.168.1.142,443,1514
TCP,104.20.73.155,443,192.168.1.142,443,1514
TCP,104.20.73.155,443,192.168.1.142,443,1514
SSL,104.20.73.155,443,192.168.1.142,443,1514
TCP,104.20.73.155,443,192.168.1.142,443,1514
TCP,104.20.73.155,443,192.168.1.142,443,1514
SSL,104.20.73.155,443,192.168.1.142,443,1514
TCP,104.20.73.155,443,192.168.1.142,443,1514
TCP,104.20.73.155,443,192.168.1.142,443,1514
SSL,104.20.73.155,443,192.168.1.142,443,1514
TCP,104.20.73.155,443,192.168.1.142,443,1514
TCP,104.20.73.155,443,192.168.1.142,443,1514
SSL,104.20.73.155,443,192.168.1.142,443,1514
TCP,104.20.73.155,443,192.168.1.142,443,1514
SSL,104.20.73.155,443,192.168.1.142,443,1514
TCP,104.20.73.155,443,192.168.1.142,443,1514
TCP,104.20.73.155,443,192.168.1.142,443,1514
SSL,104.20.73.155,443,192.168.1.142,443,1514
TCP,104.20.73.155,443,192.168.1.142,443,1514
TCP,104.20.73.155,443,192.168.1.142,443,1514
SSL,104.20.73.155,443,192.168.1.142,443,1514
TCP,104.20.73.155,443,192.168.1.142,443,1514
TCP,104.20.73.155,443,192.168.1.142,443,1514
SSL,104.20.73.155,443,192.168.1.142,443,1514
TCP,104.20.73.155,443,192.168.1.142,443,1514
TCP,104.20.73.155,443,192.168.1.142,443,1514
SSL,104.20.73.155,443,192.168.1.142,443,1514
TCP,104.20.73.155,443,192.168.1.142,443,1514
TCP,104.20.73.155,443,192.168.1.142,443,1514
SSL,104.20.73.155,443,192.168.1.142,443,1514
TCP,104.20.73.155,443,192.168.1.142,443,1514
TCP,104.20.73.155,443,192.168.1.142,443,1514
SSL,104.20.73.155,443,192.168.1.142,443,1514
TCP,104.20.73.155,443,192.168.1.142,443,1514
TCP,104.20.73.155,443,192.168.1.142,443,1514
SSL,104.20.73.155,443,192.168.1.142,443,1514
TCP,104.20.73.155,443,192.168.1.142,443,1514
TCP,104.20.73.155,443,192.168.1.142,443,1514
SSL,104.20.73.155,443,192.168.1.142,443,1514
SSL,104.20.73.155,443,192.168.1.142,443,963
TCP,192.168.1.142,49375,104.20.73.155,49375,54
TCP,192.168.1.142,49375,104.20.73.155,49375,54
TCP,192.168.1.142,49375,104.20.73.155,49375,54
SSL,192.168.1.142,49375,104.20.73.155,49375,188
TCP,104.20.73.155,443,192.168.1.142,443,60
SSL,192.168.1.142,49375,104.20.73.155,49375,183
SSL,192.168.1.142,49375,104.20.73.155,49375,187
TCP,104.20.73.155,443,192.168.1.142,443,60
TCP,104.20.73.155,443,192.168.1.142,443,60
SSL,192.168.1.142,49375,104.20.73.155,49375,187
TCP,104.20.73.155,443,192.168.1.142,443,60
SSL,104.20.73.155,443,192.168.1.142,443,165
TCP,104.20.73.155,443,192.168.1.142,443,165
TCP,192.168.1.142,49375,104.20.73.155,49375,54
SSL,104.20.73.155,443,192.168.1.142,443,142
SSL,104.20.73.155,443,192.168.1.142,443,1514
TCP,104.20.73.155,443,192.168.1.142,443,1490
TCP,192.168.1.142,49375,104.20.73.155,49375,54
SSL,104.20.73.155,443,192.168.1.142,443,1409
SSL,104.20.73.155,443,192.168.1.142,443,1502
TCP,192.168.1.142,49375,104.20.73.155,49375,54
TCP,104.20.73.155,443,192.168.1.142,443,1502
SSL,104.20.73.155,443,192.168.1.142,443,1409
TCP,192.168.1.142,49375,104.20.73.155,49375,54
SSL,104.20.73.155,443,192.168.1.142,443,1514
TCP,104.20.73.155,443,192.168.1.142,443,1514
SSL,104.20.73.155,443,192.168.1.142,443,1514
TCP,104.20.73.155,443,192.168.1.142,443,1514
SSL,104.20.73.155,443,192.168.1.142,443,242
TCP,192.168.1.142,49375,104.20.73.155,49375,54
SSL,104.20.73.155,443,192.168.1.142,443,1502
TCP,104.20.73.155,443,192.168.1.142,443,1502
TCP,192.168.1.142,49375,104.20.73.155,49375,54
SSL,104.20.73.155,443,192.168.1.142,443,1514
TCP,104.20.73.155,443,192.168.1.142,443,1397
TCP,192.168.1.142,49375,104.20.73.155,49375,54
TCP,104.20.73.155,443,192.168.1.142,443,1514
SSL,104.20.73.155,443,192.168.1.142,443,1397
TCP,192.168.1.142,49375,104.20.73.155,49375,54
SSL,104.20.73.155,443,192.168.1.142,443,1502
TCP,104.20.73.155,443,192.168.1.142,443,1502
TCP,192.168.1.142,49375,104.20.73.155,49375,54
TCP,104.20.73.155,443,192.168.1.142,443,1502
TCP,104.20.73.155,443,192.168.1.142,443,1502
TCP,192.168.1.142,49375,104.20.73.155,49375,54
TCP,104.20.73.155,443,192.168.1.142,443,1502
TCP,104.20.73.155,443,192.168.1.142,443,1502
TCP,192.168.1.142,49375,104.20.73.155,49375,54
TCP,104.20.73.155,443,192.168.1.142,443,1502
TCP,104.20.73.155,443,192.168.1.142,443,1502
TCP,192.168.1.142,49375,104.20.73.155,49375,54
TCP,104.20.73.155,443,192.168.1.142,443,1502
TCP,104.20.73.155,443,192.168.1.142,443,1502
TCP,192.168.1.142,49375,104.20.73.155,49375,54
TCP,104.20.73.155,443,192.168.1.142,443,1502
SSL,104.20.73.155,443,192.168.1.142,443,1502
TCP,192.168.1.142,49375,104.20.73.155,49375,54
TCP,104.20.73.155,443,192.168.1.142,443,1502
TCP,104.20.73.155,443,192.168.1.142,443,1502
TCP,192.168.1.142,49375,104.20.73.155,49375,54
TCP,104.20.73.155,443,192.168.1.142,443,1514
TCP,104.20.73.155,443,192.168.1.142,443,1490
TCP,192.168.1.142,49375,104.20.73.155,49375,54
SSL,104.20.73.155,443,192.168.1.142,443,1514
TCP,104.20.73.155,443,192.168.1.142,443,1490
TCP,192.168.1.142,49375,104.20.73.155,49375,54
TCP,104.20.73.155,443,192.168.1.142,443,1514
TCP,104.20.73.155,443,192.168.1.142,443,1514
TCP,104.20.73.155,443,192.168.1.142,443,1478
TCP,192.168.1.142,49375,104.20.73.155,49375,54
TCP,104.20.73.155,443,192.168.1.142,443,1502
TCP,104.20.73.155,443,192.168.1.142,443,1502
TCP,192.168.1.142,49375,104.20.73.155,49375,54
TCP,104.20.73.155,443,192.168.1.142,443,1502
SSL,104.20.73.155,443,192.168.1.142,443,1514
TCP,104.20.73.155,443,192.168.1.142,443,1514
TCP,104.20.73.155,443,192.168.1.142,443,1514
TCP,192.168.1.142,49375,104.20.73.155,49375,54
TCP,104.20.73.155,443,192.168.1.142,443,1514
TCP,104.20.73.155,443,192.168.1.142,443,1514
TCP,104.20.73.155,443,192.168.1.142,443,1514
TCP,104.20.73.155,443,192.168.1.142,443,1514
TCP,104.20.73.155,443,192.168.1.142,443,1418
TCP,192.168.1.142,49375,104.20.73.155,49375,54
TCP,104.20.73.155,443,192.168.1.142,443,1502
TCP,104.20.73.155,443,192.168.1.142,443,1502
TCP,192.168.1.142,49375,104.20.73.155,49375,54
TCP,104.20.73.155,443,192.168.1.142,443,532
TCP,192.168.1.142,49375,104.20.73.155,49375,54
TCP,104.20.73.155,443,192.168.1.142,443,1514
SSL,104.20.73.155,443,192.168.1.142,443,1514
TCP,104.20.73.155,443,192.168.1.142,443,1514
TCP,104.20.73.155,443,192.168.1.142,443,1514
TCP,104.20.73.155,443,192.168.1.142,443,1514
TCP,104.20.73.155,443,192.168.1.142,443,1514
TCP,104.20.73.155,443,192.168.1.142,443,1514
TCP,104.20.73.155,443,192.168.1.142,443,1514
TCP,104.20.73.155,443,192.168.1.142,443,1514
TCP,104.20.73.155,443,192.168.1.142,443,1514
TCP,104.20.73.155,443,192.168.1.142,443,1514
TCP,104.20.73.155,443,192.168.1.142,443,1514
SSL,104.20.73.155,443,192.168.1.142,443,1514
TCP,104.20.73.155,443,192.168.1.142,443,1514
SSL,104.20.73.155,443,192.168.1.142,443,1514
TCP,104.20.73.155,443,192.168.1.142,443,1514
TCP,104.20.73.155,443,192.168.1.142,443,1514
TCP,104.20.73.155,443,192.168.1.142,443,1514
TCP,104.20.73.155,443,192.168.1.142,443,1514
TCP,104.20.73.155,443,192.168.1.142,443,1514
TCP,192.168.1.142,49375,104.20.73.155,49375,54
TCP,104.20.73.155,443,192.168.1.142,443,1514
TCP,104.20.73.155,443,192.168.1.142,443,1514
TCP,104.20.73.155,443,192.168.1.142,443,1514
TCP,104.20.73.155,443,192.168.1.142,443,1514
TCP,104.20.73.155,443,192.168.1.142,443,1514
SSL,104.20.73.155,443,192.168.1.142,443,1514
TCP,104.20.73.155,443,192.168.1.142,443,1514
TCP,104.20.73.155,443,192.168.1.142,443,1514
TCP,104.20.73.155,443,192.168.1.142,443,1514
TCP,104.20.73.155,443,192.168.1.142,443,1514
TCP,104.20.73.155,443,192.168.1.142,443,1514
TCP,104.20.73.155,443,192.168.1.142,443,1514
TCP,104.20.73.155,443,192.168.1.142,443,1514
TCP,104.20.73.155,443,192.168.1.142,443,1514
TCP,104.20.73.155,443,192.168.1.142,443,616
TCP,192.168.1.142,49375,104.20.73.155,49375,54
TCP,192.168.1.142,49375,104.20.73.155,49375,54
TCP,104.20.73.155,443,192.168.1.142,443,1514
TCP,104.20.73.155,443,192.168.1.142,443,1490
TCP,192.168.1.142,49375,104.20.73.155,49375,54
SSL,104.20.73.155,443,192.168.1.142,443,1341
SSL,104.20.73.155,443,192.168.1.142,443,1514
TCP,104.20.73.155,443,192.168.1.142,443,1514
TCP,104.20.73.155,443,192.168.1.142,443,1514
TCP,104.20.73.155,443,192.168.1.142,443,1514
TCP,104.20.73.155,443,192.168.1.142,443,1454
TCP,192.168.1.142,49375,104.20.73.155,49375,54
TCP,104.20.73.155,443,192.168.1.142,443,1502
TCP,104.20.73.155,443,192.168.1.142,443,1502
TCP,192.168.1.142,49375,104.20.73.155,49375,54
TCP,104.20.73.155,443,192.168.1.142,443,1502
TCP,104.20.73.155,443,192.168.1.142,443,1502
TCP,192.168.1.142,49375,104.20.73.155,49375,54
TCP,104.20.73.155,443,192.168.1.142,443,1502
TCP,104.20.73.155,443,192.168.1.142,443,1514
SSL,104.20.73.155,443,192.168.1.142,443,520
TCP,192.168.1.142,49375,104.20.73.155,49375,54
SSL,104.20.73.155,443,192.168.1.142,443,1502
TCP,104.20.73.155,443,192.168.1.142,443,1502
TCP,192.168.1.142,49375,104.20.73.155,49375,54
TCP,104.20.73.155,443,192.168.1.142,443,1502
TCP,104.20.73.155,443,192.168.1.142,443,1502
TCP,192.168.1.142,49375,104.20.73.155,49375,54
TCP,104.20.73.155,443,192.168.1.142,443,1502
TCP,104.20.73.155,443,192.168.1.142,443,1502
TCP,192.168.1.142,49375,104.20.73.155,49375,54
TCP,104.20.73.155,443,192.168.1.142,443,1514
TCP,104.20.73.155,443,192.168.1.142,443,1514
TCP,104.20.73.155,443,192.168.1.142,443,1514
TCP,104.20.73.155,443,192.168.1.142,443,1514
TCP,104.20.73.155,443,192.168.1.142,443,1514
SSL,104.20.73.155,443,192.168.1.142,443,1514
TCP,104.20.73.155,443,192.168.1.142,443,1514
TCP,104.20.73.155,443,192.168.1.142,443,1514
TCP,104.20.73.155,443,192.168.1.142,443,1406
TCP,192.168.1.142,49375,104.20.73.155,49375,54
TCP,104.20.73.155,443,192.168.1.142,443,1514
TCP,104.20.73.155,443,192.168.1.142,443,1514
TCP,104.20.73.155,443,192.168.1.142,443,1514
TCP,104.20.73.155,443,192.168.1.142,443,1514
TCP,104.20.73.155,443,192.168.1.142,443,1514
TCP,104.20.73.155,443,192.168.1.142,443,1514
TCP,104.20.73.155,443,192.168.1.142,443,1430
TCP,192.168.1.142,49375,104.20.73.155,49375,54
SSL,104.20.73.155,443,192.168.1.142,443,1514
TCP,104.20.73.155,443,192.168.1.142,443,1490
TCP,192.168.1.142,49375,104.20.73.155,49375,54
TCP,104.20.73.155,443,192.168.1.142,443,1502
TCP,104.20.73.155,443,192.168.1.142,443,1502
TCP,192.168.1.142,49375,104.20.73.155,49375,54
TCP,104.20.73.155,443,192.168.1.142,443,1502
TCP,104.20.73.155,443,192.168.1.142,443,1514
SSL,104.20.73.155,443,192.168.1.142,443,241
TCP,192.168.1.142,49375,104.20.73.155,49375,54
TCP,192.168.1.142,49375,104.20.73.155,49375,54
SSL,192.168.1.142,49299,104.20.74.155,49299,86
TCP,104.20.74.155,443,192.168.1.142,443,60
SSL,104.20.74.155,443,192.168.1.142,443,82
TCP,104.20.74.155,443,192.168.1.142,443,82
TCP,192.168.1.142,49299,104.20.74.155,49299,54
SSL,31.216.147.134,443,192.168.1.142,443,413
TCP,31.216.147.134,443,192.168.1.142,443,413
TCP,192.168.1.142,49321,31.216.147.134,49321,54
SSL,192.168.1.142,49321,31.216.147.134,49321,557
TCP,31.216.147.134,443,192.168.1.142,443,60
SSL,192.168.1.142,49375,104.20.73.155,49375,179
TCP,104.20.73.155,443,192.168.1.142,443,60
SSL,192.168.1.142,49375,104.20.73.155,49375,157
TCP,104.20.73.155,443,192.168.1.142,443,60
SSL,104.20.73.155,443,192.168.1.142,443,1502
TCP,104.20.73.155,443,192.168.1.142,443,1502
TCP,192.168.1.142,49375,104.20.73.155,49375,54
TCP,104.20.73.155,443,192.168.1.142,443,1502
TCP,104.20.73.155,443,192.168.1.142,443,1514
TCP,104.20.73.155,443,192.168.1.142,443,1490
TCP,192.168.1.142,49375,104.20.73.155,49375,54
TCP,104.20.73.155,443,192.168.1.142,443,1502
TCP,104.20.73.155,443,192.168.1.142,443,1514
TCP,104.20.73.155,443,192.168.1.142,443,1490
TCP,192.168.1.142,49375,104.20.73.155,49375,54
TCP,104.20.73.155,443,192.168.1.142,443,1514
SSL,104.20.73.155,443,192.168.1.142,443,926
TCP,192.168.1.142,49375,104.20.73.155,49375,54
SSL,104.20.73.155,443,192.168.1.142,443,1502
TCP,104.20.73.155,443,192.168.1.142,443,1514
TCP,104.20.73.155,443,192.168.1.142,443,1514
TCP,104.20.73.155,443,192.168.1.142,443,1514
TCP,104.20.73.155,443,192.168.1.142,443,1514
TCP,104.20.73.155,443,192.168.1.142,443,1454
TCP,192.168.1.142,49375,104.20.73.155,49375,54
TCP,104.20.73.155,443,192.168.1.142,443,1502
TCP,104.20.73.155,443,192.168.1.142,443,1502
TCP,192.168.1.142,49375,104.20.73.155,49375,54
TCP,104.20.73.155,443,192.168.1.142,443,1502
SSL,104.20.73.155,443,192.168.1.142,443,1514
TCP,104.20.73.155,443,192.168.1.142,443,1514
TCP,104.20.73.155,443,192.168.1.142,443,1514
TCP,104.20.73.155,443,192.168.1.142,443,166
TCP,192.168.1.142,49375,104.20.73.155,49375,54
TCP,104.20.73.155,443,192.168.1.142,443,1514
TCP,104.20.73.155,443,192.168.1.142,443,1514
TCP,104.20.73.155,443,192.168.1.142,443,1514
TCP,104.20.73.155,443,192.168.1.142,443,1514
TCP,104.20.73.155,443,192.168.1.142,443,1454
TCP,192.168.1.142,49375,104.20.73.155,49375,54
TCP,104.20.73.155,443,192.168.1.142,443,1502
TCP,104.20.73.155,443,192.168.1.142,443,1502
TCP,192.168.1.142,49375,104.20.73.155,49375,54
TCP,104.20.73.155,443,192.168.1.142,443,1514
SSL,104.20.73.155,443,192.168.1.142,443,214
TCP,192.168.1.142,49375,104.20.73.155,49375,54
SSL,104.20.73.155,443,192.168.1.142,443,1502
TCP,104.20.73.155,443,192.168.1.142,443,1502
TCP,192.168.1.142,49375,104.20.73.155,49375,54
TCP,104.20.73.155,443,192.168.1.142,443,1502
TCP,104.20.73.155,443,192.168.1.142,443,1502
TCP,192.168.1.142,49375,104.20.73.155,49375,54
TCP,104.20.73.155,443,192.168.1.142,443,1502
TCP,104.20.73.155,443,192.168.1.142,443,1502
TCP,192.168.1.142,49375,104.20.73.155,49375,54
TCP,104.20.73.155,443,192.168.1.142,443,1502
TCP,104.20.73.155,443,192.168.1.142,443,1502
TCP,192.168.1.142,49375,104.20.73.155,49375,54
TCP,104.20.73.155,443,192.168.1.142,443,1502
TCP,104.20.73.155,443,192.168.1.142,443,1502
TCP,192.168.1.142,49375,104.20.73.155,49375,54
TCP,104.20.73.155,443,192.168.1.142,443,1502
SSL,104.20.73.155,443,192.168.1.142,443,1502
TCP,192.168.1.142,49375,104.20.73.155,49375,54
TCP,104.20.73.155,443,192.168.1.142,443,1502
TCP,104.20.73.155,443,192.168.1.142,443,1502
TCP,192.168.1.142,49375,104.20.73.155,49375,54
TCP,104.20.73.155,443,192.168.1.142,443,1502
TCP,104.20.73.155,443,192.168.1.142,443,1502
TCP,192.168.1.142,49375,104.20.73.155,49375,54
TCP,104.20.73.155,443,192.168.1.142,443,1514
TCP,104.20.73.155,443,192.168.1.142,443,1490
TCP,192.168.1.142,49375,104.20.73.155,49375,54
SSL,104.20.73.155,443,192.168.1.142,443,1502
TCP,104.20.73.155,443,192.168.1.142,443,1502
TCP,192.168.1.142,49375,104.20.73.155,49375,54
TCP,104.20.73.155,443,192.168.1.142,443,1502
TCP,104.20.73.155,443,192.168.1.142,443,838
TCP,192.168.1.142,49375,104.20.73.155,49375,54
TCP,104.20.73.155,443,192.168.1.142,443,60
TCP,192.168.1.142,49375,104.20.73.155,49375,54
TCP,192.168.1.142,49375,104.20.73.155,49375,54
SSL,104.20.73.155,443,192.168.1.142,443,1514
TCP,104.20.73.155,443,192.168.1.142,443,1514
TCP,104.20.73.155,443,192.168.1.142,443,1514
TCP,104.20.73.155,443,192.168.1.142,443,1514
TCP,104.20.73.155,443,192.168.1.142,443,1514
TCP,104.20.73.155,443,192.168.1.142,443,1514
SSL,104.20.73.155,443,192.168.1.142,443,1514
TCP,104.20.73.155,443,192.168.1.142,443,1514
TCP,104.20.73.155,443,192.168.1.142,443,1514
SSL,104.20.73.155,443,192.168.1.142,443,1514
TCP,104.20.73.155,443,192.168.1.142,443,1514
TCP,104.20.73.155,443,192.168.1.142,443,1514
TCP,104.20.73.155,443,192.168.1.142,443,1514
TCP,104.20.73.155,443,192.168.1.142,443,1514
TCP,104.20.73.155,443,192.168.1.142,443,1514
TCP,104.20.73.155,443,192.168.1.142,443,1514
TCP,104.20.73.155,443,192.168.1.142,443,1514
TCP,104.20.73.155,443,192.168.1.142,443,1514
TCP,192.168.1.142,49375,104.20.73.155,49375,54
SSL,104.20.73.155,443,192.168.1.142,443,1292
TCP,192.168.1.142,49375,104.20.73.155,49375,54
SSL,104.20.73.155,443,192.168.1.142,443,1502
TCP,104.20.73.155,443,192.168.1.142,443,1514
TCP,104.20.73.155,443,192.168.1.142,443,1514
